tarih,buyukluk,derinlik_km,kaynak
2021-08-06T10:58:15.62,4.1,6.71,AFAD
2021-08-06T10:52:39.63,4.2,5.15,AFAD
2021-08-06T09:16:47,4.2,16.7,AFAD
2021-08-04T12:38:15.35,4.1,6.46,AFAD
2021-08-04T06:00:22.2,4,7.04,AFAD
2021-08-03T22:50:45,4.4,7.15,AFAD
2021-08-03T19:53:15.13,4.6,12.7,AFAD
2021-08-03T17:40:00.11,4.1,7.6,AFAD
2021-08-03T12:38:16.52,5,7.61,AFAD
2021-08-02T23:56:18,4.1,7.58,AFAD
2021-08-02T23:00:07.91,4.3,24.21,AFAD
2021-08-02T14:23:29.19,4,6.34,AFAD
2021-08-01T17:44:26.93,4,12.84,AFAD
2021-08-01T16:04:43.25,4.2,8.32,AFAD
2021-08-01T09:14:31.3,4.4,21.83,AFAD
2021-08-01T08:37:30.95,4.3,18.04,AFAD
2021-08-01T05:12:35.56,4.2,7.26,AFAD
2021-08-01T04:31:27.82,5.5,10.86,AFAD
2021-07-31T23:25:42.77,4.2,5.59,AFAD
2021-07-31T19:57:55.11,4.5,6.74,AFAD
2021-07-28T12:27:12,4.3,12,AFAD
2021-07-27T10:02:54,4.2,16.1,AFAD
2021-07-25T20:55:05.22,4.2,7.01,AFAD
2021-07-24T02:07:41.41,4.6,6.52,AFAD
2021-07-22T14:16:26.82,4.2,6.16,AFAD
2021-07-22T01:20:22,4.2,23.1,AFAD
2021-07-22T00:48:01.51,4,21.95,AFAD
2021-07-18T22:09:26,4.5,41.9,AFAD
2021-07-16T08:44:05,4,13.8,AFAD
2021-07-10T21:53:26.01,4.2,12.39,AFAD
2021-07-10T19:19:16.63,4.3,12.99,AFAD
2021-07-10T14:43:21.81,4.3,7.06,AFAD
2021-07-02T19:46:11,4,35.5,AFAD
2021-06-29T03:41:55.77,4.3,7.15,AFAD
2021-06-25T18:28:37.55,5.2,15.51,AFAD
2021-06-25T09:21:08.46,4,5.23,AFAD
2021-06-22T22:43:06.31,4.2,5.24,AFAD
2021-06-21T22:14:15.61,5.3,14.74,AFAD
2021-06-18T16:51:28.12,4.1,17.4,AFAD
2021-06-07T16:00:19.97,4.1,18.97,AFAD
2021-06-04T20:23:10.14,4.1,11.09,AFAD
2021-06-02T06:14:27.91,4.2,14.37,AFAD
2021-05-31T06:23:39.05,4.3,25.63,AFAD
2021-05-25T21:37:51.84,4.2,7.34,AFAD
2021-05-24T21:43:40.83,4.3,7.38,AFAD
2021-05-21T22:23:30.38,4.1,8.13,AFAD
2021-05-21T16:06:57.05,4.3,6.97,AFAD
2021-05-19T11:18:13.24,4.2,13.01,AFAD
2021-05-19T11:14:59.48,4.3,10.16,AFAD
2021-05-15T23:06:23.72,4,13.94,AFAD
2021-05-08T11:41:44.96,4,7.06,AFAD
2021-05-05T23:40:39.25,4,47.38,AFAD
2021-05-05T06:42:11.83,4,10.24,AFAD
2021-04-30T07:52:20.26,4,6.43,AFAD
2021-04-26T19:58:36.45,4.1,13.19,AFAD
2021-04-26T19:21:03.68,4,7.78,AFAD
2021-04-25T09:39:03.2,4.1,6.41,AFAD
2021-04-22T19:49:57.27,4.2,7.08,AFAD
2021-04-22T00:06:14.86,4.1,6.65,AFAD
2021-04-21T21:17:43.34,4,9.14,AFAD
2021-04-20T14:32:19.78,4,5.07,AFAD
2021-04-20T05:09:53.7,4.4,7.17,AFAD
2021-04-18T16:26:26.93,4.2,7.27,AFAD
2021-04-17T20:57:13.83,4.1,12.79,AFAD
2021-04-17T17:08:03.26,4.8,7.32,AFAD
2021-04-13T20:28:06,5.1,8.57,AFAD
2021-04-11T14:06:36.7,4.2,11.22,AFAD
2021-04-08T15:23:07.79,4.2,7.73,AFAD
2021-04-08T00:33:48.56,4.3,6.92,AFAD
2021-04-07T08:47:22.41,4.2,11.15,AFAD
2021-04-06T15:12:33.98,5,5.72,AFAD
2021-04-01T12:33:41.44,4.1,51.7,AFAD
2021-03-28T23:26:12.69,4.1,4.95,AFAD
2021-03-20T23:03:31.94,4,12.57,AFAD
2021-03-20T22:50:34.87,4.6,8.32,AFAD
2021-03-20T05:51:58.08,4.3,15.25,AFAD
2021-03-20T03:09:07,4,112.4,AFAD
2021-03-15T01:55:48.09,4.2,6.94,AFAD
2021-03-13T09:46:15.96,4.1,6.56,AFAD
2021-03-12T05:57:01.32,4,7.02,AFAD
2021-03-09T08:20:34,4,7.3,AFAD
2021-02-25T09:48:21.82,4.1,6.96,AFAD
2021-02-24T10:51:53.46,4.1,9.92,AFAD
2021-02-20T17:00:43.56,4.1,19.75,AFAD
2021-02-17T10:02:30.48,4.1,9.74,AFAD
2021-02-16T06:24:10.13,4,7.3,AFAD
2021-02-13T11:29:24.97,4.7,21.06,AFAD
2021-02-12T03:37:54.8,4.5,13.63,AFAD
2021-02-11T08:45:29.1,4,6.97,AFAD
2021-02-09T15:53:56.2,4.1,4.61,AFAD
2021-02-09T15:52:35.49,4,7,AFAD
2021-02-09T15:51:54.01,4.7,7.01,AFAD
2021-02-09T07:30:34.57,4.4,5.29,AFAD
2021-02-07T22:01:15.72,4.4,16.68,AFAD
2021-02-06T18:22:48.15,4,7.03,AFAD
2021-02-06T16:09:15.8,4.1,7.08,AFAD
2021-02-05T15:36:21.86,4.9,7.23,AFAD
2021-02-02T00:02:43.29,4.6,18.22,AFAD
2021-02-01T20:46:15.99,4.8,10.23,AFAD
2021-02-01T13:10:14.84,4.7,6.9,AFAD
2021-02-01T09:42:35.5,4,7.02,AFAD
2021-02-01T08:35:17.29,5.1,17.62,AFAD
2021-02-01T06:34:10.67,4.2,6.96,AFAD
2021-02-01T06:00:05.15,4.7,7.08,AFAD
2021-02-01T05:47:54.95,4.8,7,AFAD
2021-02-01T05:46:53.13,5.1,20.69,AFAD
2021-02-01T05:03:24.16,4.1,24.46,AFAD
2021-01-26T11:17:38.23,5.2,11.76,AFAD
2021-01-26T10:02:08.9,4.2,15.49,AFAD
2021-01-22T06:57:28,4.3,15,AFAD
2021-01-21T14:27:06.02,5,55.68,AFAD
2021-01-20T23:37:56.66,4.5,6.91,AFAD
2021-01-19T00:41:08,4.2,10.11,AFAD
2021-01-18T04:23:20.65,4,28.18,AFAD
2021-01-17T09:24:04.95,4.1,17.14,AFAD
2021-01-15T17:20:10.27,4,6.99,AFAD
2021-01-12T06:30:35.34,4,7.24,AFAD
2021-01-10T19:53:01.3,4.5,13.19,AFAD
2021-01-09T04:33:59.44,4,14.47,AFAD
2021-01-07T00:58:15.7,4.1,29.58,AFAD
2021-01-03T14:17:33.46,4.2,8.5,AFAD
2021-01-02T02:25:24.68,4,6.82,AFAD
2020-12-30T13:40:12.44,4.3,5.18,AFAD
2020-12-27T07:13:55.94,4.2,6.72,AFAD
2020-12-27T06:37:32.2,5.3,15.94,AFAD
2020-12-26T11:09:19.11,4.1,11.57,AFAD
2020-12-20T04:32:52.23,4.4,12.95,AFAD
2020-12-17T13:36:41.05,4.6,5.54,AFAD
2020-12-15T18:48:38.35,4,10.17,AFAD
2020-12-15T02:47:03.77,4,15.77,AFAD
2020-12-14T21:58:45.52,4.7,9.2,AFAD
2020-12-11T14:37:49.78,4.1,7,AFAD
2020-12-11T11:01:10.95,4,28.04,AFAD
2020-12-05T12:44:42.31,5.2,77.22,AFAD
2020-12-04T09:34:14,4.1,9.9,AFAD
2020-12-03T05:45:19.28,5,14.02,AFAD
2020-11-27T08:27:54.68,4.7,6.94,AFAD
2020-11-17T23:05:47.6,4.2,10.77,AFAD
2020-11-14T21:22:46.77,4.1,10.06,AFAD
2020-11-11T06:49:45.45,4.5,9.64,AFAD
2020-11-09T20:30:59.9,4.2,6.98,AFAD
2020-11-08T09:22:54.67,4.2,9.15,AFAD
2020-11-04T02:24:17.23,4,7.98,AFAD
2020-11-03T20:35:37.46,4.1,16.05,AFAD
2020-11-02T19:16:40.41,4.2,6.85,AFAD
2020-11-02T11:58:03.75,4.1,6.18,AFAD
2020-11-01T12:57:03.03,4.2,6.98,AFAD
2020-11-01T07:33:07.64,4.2,6.92,AFAD
2020-11-01T07:05:13.08,4.5,7,AFAD
2020-10-31T14:42:43.5,4.1,6.63,AFAD
2020-10-31T12:37:03,4,16.2,AFAD
2020-10-31T08:46:59,4,20.1,AFAD
2020-10-31T08:41:51.32,4,7.66,AFAD
2020-10-31T05:31:30.26,5,7.33,AFAD
2020-10-31T04:13:38.4,4.1,6.39,AFAD
2020-10-31T02:10:27.72,4.3,6.97,AFAD
2020-10-31T01:40:31.95,4.2,11.09,AFAD
2020-10-31T00:20:51.54,4.1,10.61,AFAD
2020-10-30T23:33:25.36,4,7.77,AFAD
2020-10-30T23:09:32.73,4,10.2,AFAD
2020-10-30T23:05:30.02,4,10.07,AFAD
2020-10-30T22:53:21.18,4.2,8.82,AFAD
2020-10-30T22:37:08.19,4,9.01,AFAD
2020-10-30T21:46:25.24,4,12.97,AFAD
2020-10-30T20:35:24.19,4.1,18.28,AFAD
2020-10-30T19:09:41.53,4.2,6.6,AFAD
2020-10-30T19:02:51.94,4.1,7.05,AFAD
2020-10-30T17:16:03.65,4.1,7.46,AFAD
2020-10-30T16:18:27.46,4,12.4,AFAD
2020-10-30T15:24:34.29,4,9.74,AFAD
2020-10-30T15:19:16.32,4.4,7.02,AFAD
2020-10-30T15:14:56.33,5.1,7.73,AFAD
2020-10-30T15:06:46.12,4,10.42,AFAD
2020-10-30T15:01:31.31,4,7.13,AFAD
2020-10-30T14:47:41.27,4.1,6.97,AFAD
2020-10-30T14:46:04.22,4,6.95,AFAD
2020-10-30T13:06:57.45,4.2,7.1,AFAD
2020-10-30T13:00:42.49,4.8,3.36,AFAD
2020-10-30T12:29:51.08,4.2,7.29,AFAD
2020-10-30T12:22:50.19,4,7,AFAD
2020-10-30T12:19:09,4.7,13.9,AFAD
2020-10-30T12:19:08.3,4,25.4,AFAD
2020-10-30T12:01:37.45,4,6.82,AFAD
2020-10-30T11:59:29.38,4.1,7,AFAD
2020-10-30T11:58:05.37,4.2,7,AFAD
2020-10-30T11:56:01.6,4.1,7.03,AFAD
2020-10-30T11:55:01.76,4.1,7,AFAD
2020-10-30T11:53:53.12,4.7,7.08,AFAD
2020-10-30T11:51:23,6.6,14.9,AFAD
2020-10-30T08:48:01.86,4.1,7.62,AFAD
2020-10-28T09:16:14.63,4.3,6.79,AFAD
2020-10-25T09:37:28,4,7.1,AFAD
2020-10-12T08:53:22.47,4,18.95,AFAD
2020-10-12T04:11:30.53,5,11.12,AFAD
2020-10-12T00:44:27.52,4.2,11.12,AFAD
2020-10-12T00:30:39.01,4.8,5.78,AFAD
2020-10-01T11:05:40.17,4.3,46.37,AFAD
2020-09-30T04:15:34.68,4,6.98,AFAD
2020-09-24T13:38:31.28,4.2,6.83,AFAD
2020-09-24T01:01:25.36,4.4,2.67,AFAD
2020-09-21T03:37:30.14,4.1,7.03,AFAD
2020-09-20T19:08:05,5.1,6.2,AFAD
2020-09-20T06:31:03.84,4.2,10.21,AFAD
2020-09-18T06:54:04.83,4.5,7.01,AFAD
2020-09-18T00:47:50.21,4.1,15.02,AFAD
2020-09-18T00:15:10.51,4.2,13.14,AFAD
2020-09-16T14:48:19.51,4.7,17.08,AFAD
2020-09-09T19:32:32.98,4.1,7,AFAD
2020-09-08T21:57:23.99,4.1,9.91,AFAD
2020-09-08T15:06:15.51,4,7,AFAD
2020-09-08T13:21:01,4.1,10.1,AFAD
2020-09-08T12:39:00.49,4.2,6.99,AFAD
2020-09-08T10:44:07.21,4.6,11.42,AFAD
2020-09-07T08:47:46,4.1,9.6,AFAD
2020-09-03T22:41:14,4.2,24.6,AFAD
2020-08-23T18:56:37.18,4,11.89,AFAD
2020-08-14T13:46:26.05,4.1,11.67,AFAD
2020-08-11T23:29:08.56,4.4,6.47,AFAD
2020-08-07T19:20:13.38,4.6,6.99,AFAD
2020-08-04T18:40:03.78,4.8,3.9,AFAD
2020-08-04T15:30:58.41,4.4,7.31,AFAD
2020-08-04T09:37:34.59,5.2,8.16,AFAD
2020-07-25T05:02:38.88,4,13.85,AFAD
2020-07-24T20:41:26.2,4.2,43.58,AFAD
2020-07-24T02:19:15.17,4.1,10.84,AFAD
2020-07-16T22:33:27.42,4.5,6.7,AFAD
2020-07-16T18:09:26.71,4.1,7,AFAD
2020-07-14T11:30:56.45,4.1,3.66,AFAD
2020-07-14T08:33:13.29,4,20.92,AFAD
2020-07-12T05:54:55.37,4.3,9.18,AFAD
2020-07-08T20:57:54.52,4.4,7.01,AFAD
2020-07-07T15:19:51.89,4.2,18.09,AFAD
2020-07-06T22:54:41.18,4.6,5.91,AFAD
2020-06-29T04:06:24.37,4.4,63.3,AFAD
2020-06-28T17:43:28.21,5.2,63.72,AFAD
2020-06-28T11:18:31,4.2,10.4,AFAD
2020-06-26T19:36:39.61,4.5,25.69,AFAD
2020-06-26T07:21:11.59,5.5,9.29,AFAD
2020-06-25T10:03:29.8,5.4,7.48,AFAD
2020-06-23T05:54:19.85,4.2,8.77,AFAD
2020-06-17T08:47:13.89,4.1,4.02,AFAD
2020-06-16T12:57:40.33,4.3,7.02,AFAD
2020-06-15T06:51:29.22,5.6,7.01,AFAD
2020-06-14T15:09:16.47,4.7,9.28,AFAD
2020-06-14T14:34:47.4,4.6,7.32,AFAD
2020-06-14T14:24:27,5.7,8,AFAD
2020-06-05T18:06:20.05,5,6.98,AFAD
2020-06-04T21:10:32.72,4.1,10.96,AFAD
2020-06-03T05:20:10.43,4,42.84,AFAD
2020-06-02T23:22:13.22,4,29.04,AFAD
2020-05-30T18:22:00.15,4.5,25.21,AFAD
2020-05-30T15:58:41.01,4.1,32.34,AFAD
2020-05-30T07:22:57.95,4.1,15.46,AFAD
2020-05-22T03:21:09.97,4.3,11.86,AFAD
2020-05-20T15:44:47.03,4.3,8.82,AFAD
2020-05-19T08:03:19.11,4.1,2.97,AFAD
2020-05-09T15:41:19.92,4,7.52,AFAD
2020-05-03T13:25:24.29,4,7,AFAD
2020-05-03T02:08:59.58,4.1,13.38,AFAD
2020-05-01T18:03:22,4,47.4,AFAD
2020-04-30T10:09:46,4.3,7.01,AFAD
2020-04-30T08:45:34.42,4.2,12.55,AFAD
2020-04-24T13:16:02.51,4.4,37.72,AFAD
2020-04-22T06:05:47.9,4.3,9.28,AFAD
2020-04-21T09:48:30.86,4,7.47,AFAD
2020-04-19T08:32:02.31,4.1,7,AFAD
2020-04-16T02:49:09.68,4.3,6.99,AFAD
2020-04-15T14:11:54.23,4,53.48,AFAD
2020-04-15T08:18:36.93,4.4,36.88,AFAD
2020-04-15T07:40:03.26,4.7,24.99,AFAD
2020-04-14T22:37:57.78,4,21.32,AFAD
2020-04-12T06:38:04.71,4.3,19.94,AFAD
2020-04-12T02:23:10.89,4.7,6.75,AFAD
2020-04-11T10:22:55.78,4.7,17.79,AFAD
2020-04-09T21:23:43.96,4,7.06,AFAD
2020-04-03T18:15:41.64,4.7,19.77,AFAD
2020-04-03T09:42:44,4,7.8,AFAD
2020-04-03T05:44:24.36,4.7,12.99,AFAD
2020-03-29T05:56:39.54,4.1,7.04,AFAD
2020-03-26T05:39:16.08,4.4,7.2,AFAD
2020-03-19T17:53:31.22,5,7.39,AFAD
2020-03-19T08:04:24,4.2,19.7,AFAD
2020-03-18T23:07:19.75,4.1,5.96,AFAD
2020-03-17T18:14:32.72,4.1,11.63,AFAD
2020-03-16T01:53:23.7,4.4,8.35,AFAD
2020-03-15T17:27:09.3,4,24.16,AFAD
2020-03-15T10:35:32.37,4.1,20.24,AFAD
2020-03-10T23:47:18.32,4,6.97,AFAD
2020-03-06T14:19:47.39,4.4,6.81,AFAD
2020-02-29T12:29:46.87,4.6,8.15,AFAD
2020-02-27T02:08:45.09,4.1,7,AFAD
2020-02-25T23:03:36.22,4.9,14.29,AFAD
2020-02-25T22:28:12,4.2,7.6,AFAD
2020-02-25T14:14:02.38,4.5,5.02,AFAD
2020-02-24T23:44:35.47,4.3,7.13,AFAD
2020-02-24T15:05:37.22,4.4,4.03,AFAD
2020-02-24T08:53:07.84,4,6.7,AFAD
2020-02-24T02:43:33.8,4.8,8.63,AFAD
2020-02-23T16:56:20.81,4.3,6.57,AFAD
2020-02-23T16:54:37.03,4.2,4.68,AFAD
2020-02-23T16:39:57.54,4,7.09,AFAD
2020-02-23T16:00:29,5.9,8.1,AFAD
2020-02-23T14:28:37.21,4.2,5.1,AFAD
2020-02-23T12:40:17.89,4.5,7,AFAD
2020-02-23T10:25:37.42,4.1,7.98,AFAD
2020-02-23T09:48:19.56,4.3,4.17,AFAD
2020-02-23T05:52:57,5.9,14.9,AFAD
2020-02-22T22:26:40.13,4.5,14.76,AFAD
2020-02-18T21:23:09.26,4.2,13.57,AFAD
2020-02-18T19:41:51.36,4.1,4.47,AFAD
2020-02-18T16:09:22.47,5.2,14.68,AFAD
2020-02-17T20:16:51.3,4.1,10.14,AFAD
2020-02-17T11:42:13.85,4.2,11.64,AFAD
2020-02-16T18:02:15.08,4.6,7.02,AFAD
2020-02-14T16:02:18.33,4.5,8.72,AFAD
2020-02-10T22:46:47.73,4.9,14.7,AFAD
2020-02-08T05:39:31.32,4,7.01,AFAD
2020-02-07T06:31:34.55,4,9.98,AFAD
2020-02-07T03:11:50.75,4.5,14.61,AFAD
2020-02-07T02:24:02.62,4.4,19.26,AFAD
2020-02-07T02:16:05.76,4.3,13.12,AFAD
2020-02-04T17:55:24.05,4.8,8.65,AFAD
2020-02-04T16:47:09.68,4.3,7,AFAD
2020-02-04T02:10:49.28,4.4,11.91,AFAD
2020-02-03T22:19:40.98,4.5,7.18,AFAD
2020-02-02T11:36:40.39,4.4,7,AFAD
2020-02-02T10:40:01.6,4.2,19.27,AFAD
2020-02-02T03:25:42.49,4,6.99,AFAD
2020-02-02T00:23:47.81,4.6,7.02,AFAD
2020-02-01T00:03:49.2,4.2,19.92,AFAD
2020-01-31T23:32:49.34,4.5,15.56,AFAD
2020-01-31T04:34:38.92,4.4,18.9,AFAD
2020-01-30T14:03:54.74,4,6.98,AFAD
2020-01-30T11:21:34.3,5.5,12.11,AFAD
2020-01-30T05:43:54.02,4.3,17.24,AFAD
2020-01-30T02:59:10.55,4.3,27.74,AFAD
2020-01-30T02:53:01.26,4,7.08,AFAD
2020-01-30T02:10:52.61,4.4,13.28,AFAD
2020-01-30T01:46:16.7,4.4,16.01,AFAD
2020-01-30T01:28:04.48,5.4,11.35,AFAD
2020-01-29T18:07:30.44,4.8,11.19,AFAD
2020-01-29T13:37:05.9,4.5,35.18,AFAD
2020-01-29T05:10:23,4.1,65.1,AFAD
2020-01-28T21:45:00,4.6,53.2,AFAD
2020-01-28T20:10:26.96,4.7,5.08,AFAD
2020-01-28T15:38:35,5.4,25,AFAD
2020-01-28T14:53:51.43,4.1,7,AFAD
2020-01-28T11:26:14.03,4.8,6.98,AFAD
2020-01-27T16:12:00.39,4.2,11.94,AFAD
2020-01-26T10:12:17.98,4.1,12.25,AFAD
2020-01-26T02:22:45.97,4.3,12.52,AFAD
2020-01-25T17:49:47.9,4.1,7.84,AFAD
2020-01-25T16:46:58.25,4.3,12.06,AFAD
2020-01-25T16:45:06.86,4.1,7,AFAD
2020-01-25T16:44:23.14,4.3,7,AFAD
2020-01-25T16:44:01.35,4.4,11.86,AFAD
2020-01-25T16:30:07,5.1,16.4,AFAD
2020-01-25T10:14:56.73,4.5,11.01,AFAD
2020-01-25T08:40:03.98,4.4,13.65,AFAD
2020-01-25T06:07:33.47,4.2,16.46,AFAD
2020-01-25T00:48:51,4.3,7.57,AFAD
2020-01-24T21:16:13.61,4,9.59,AFAD
2020-01-24T20:45:03.35,4.3,13.5,AFAD
2020-01-24T20:18:18.7,4.1,6.96,AFAD
2020-01-24T19:49:38.24,4.5,14.84,AFAD
2020-01-24T19:03:07.8,4.6,11.22,AFAD
2020-01-24T18:36:22.52,4.3,6.96,AFAD
2020-01-24T18:32:35.36,4.6,13.01,AFAD
2020-01-24T18:24:43.11,4,7,AFAD
2020-01-24T18:17:57.78,4,14.62,AFAD
2020-01-24T18:08:05.79,4.5,7.03,AFAD
2020-01-24T17:55:11.39,6.8,8.06,AFAD
2020-01-23T03:54:11.63,4.5,13.65,AFAD
2020-01-23T00:45:23.12,4.2,6.98,AFAD
2020-01-22T22:39:18.31,4.2,7.86,AFAD
2020-01-22T21:52:05.48,4.1,7.01,AFAD
2020-01-22T21:30:10.76,4,7.29,AFAD
2020-01-22T21:24:07.08,4,6.98,AFAD
2020-01-22T20:17:38.47,4.3,6.95,AFAD
2020-01-22T19:48:30.36,4.1,7,AFAD
2020-01-22T19:25:13.47,4.1,7.01,AFAD
2020-01-22T19:22:16.07,5.4,10.35,AFAD
2020-01-22T14:46:30.84,4.1,14.5,AFAD
2020-01-18T01:28:43.68,4,7.34,AFAD
2020-01-11T13:37:36.59,4.7,10.82,AFAD
2020-01-04T22:11:29.9,4,12.12,AFAD
2019-12-29T11:20:08.2,4.2,7,AFAD
2019-12-27T07:02:25.84,4.9,11.88,AFAD
2019-12-22T23:58:03.17,4.2,13.21,AFAD
2019-12-10T21:58:27.89,5.1,22.63,AFAD
2019-12-10T20:46:18.48,4,14.36,AFAD
2019-12-10T20:24:05.44,4.3,11.28,AFAD
2019-12-10T20:14:03.18,4.6,7,AFAD
2019-12-03T09:45:57.76,4.3,7.77,AFAD
2019-12-01T06:07:47.95,4,7.04,AFAD
2019-12-01T06:07:21.58,4,6.97,AFAD
2019-11-26T20:03:24.65,4,7,AFAD
2019-11-24T13:33:22.04,4,11.25,AFAD
2019-11-19T00:14:10.66,4.7,6.48,AFAD
2019-11-16T18:14:11.07,4.2,53.54,AFAD
2019-10-29T13:01:57,4,38,AFAD
2019-10-24T21:06:47.31,4.6,7.02,AFAD
2019-10-20T06:53:53.87,4,9.41,AFAD
2019-10-15T14:57:27.25,4.1,21.7,AFAD
2019-10-10T23:55:59.01,4.3,28.56,AFAD
2019-10-10T16:52:03.34,4,13.86,AFAD
2019-10-05T14:51:40,4.3,65.6,AFAD
2019-10-04T20:20:20.63,4.1,12.2,AFAD
2019-10-03T04:44:56.23,5,18.74,AFAD
2019-09-29T07:51:08.88,4,23.47,AFAD
2019-09-26T11:26:36.87,4.1,4.58,AFAD
2019-09-26T10:59:25.89,5.8,7.97,AFAD
2019-09-24T08:00:22.46,4.6,5.91,AFAD
2019-09-23T07:09:02.49,4,29.6,AFAD
2019-09-14T19:03:32.04,4.3,10.61,AFAD
2019-09-14T18:08:43.26,4.1,10.22,AFAD
2019-09-14T15:33:42.06,4.5,11.78,AFAD
2019-09-14T11:46:01.31,4.3,8.41,AFAD
2019-09-14T06:03:11.57,4.8,5.83,AFAD
2019-09-14T06:00:30.98,4.7,7.96,AFAD
2019-09-10T16:24:40.47,4.3,6.95,AFAD
2019-09-10T16:22:45.4,4.7,7.59,AFAD
2019-09-10T07:06:47.03,4.2,6.73,AFAD
2019-09-09T09:56:00.58,4.3,21.26,AFAD
2019-09-06T08:59:55,4,33.9,AFAD
2019-09-04T01:01:29.26,4.5,21.77,AFAD
2019-09-02T15:46:34.77,4,11.19,AFAD
2019-08-30T17:21:05.49,4.4,7.19,AFAD
2019-08-30T15:38:14.89,4.4,7.11,AFAD
2019-08-29T22:15:07.7,4,18.23,AFAD
2019-08-28T11:58:19.75,4.6,27.13,AFAD
2019-08-27T04:31:26.03,4.1,34.44,AFAD
2019-08-20T09:34:52.95,4.3,36.29,AFAD
2019-08-12T23:38:51.89,4.1,26.97,AFAD
2019-08-12T13:34:27.12,4.2,6.41,AFAD
2019-08-12T07:57:12,4.4,45.4,AFAD
2019-08-11T12:35:05.38,4,6.6,AFAD
2019-08-08T11:25:30.41,6,10.92,AFAD
2019-08-08T11:19:35,4.2,17.7,AFAD
2019-08-08T08:39:08.94,4.8,18.47,AFAD
2019-07-31T04:40:08,4.6,83.8,AFAD
2019-07-15T00:15:26.7,4.3,7.03,AFAD
2019-07-10T10:56:22.23,4.5,9.13,AFAD
2019-07-04T04:01:31.37,4.1,6.03,AFAD
2019-07-03T01:02:11.05,4.3,6.72,AFAD
2019-06-19T08:07:56.92,4.1,8.19,AFAD
2019-06-19T00:45:30.85,4.1,9.71,AFAD
2019-06-02T13:08:47.46,4.6,6.29,AFAD
2019-05-30T21:43:45.05,4.2,7.01,AFAD
2019-05-29T19:42:25.34,4.5,7.28,AFAD
2019-05-28T05:27:46.61,4.6,8.52,AFAD
2019-05-19T11:34:22.91,4,17.16,AFAD
2019-05-12T22:24:08.24,4.3,11.53,AFAD
2019-04-29T18:02:44.06,4.1,6.97,AFAD
2019-04-29T04:43:15.41,4.8,38.48,AFAD
2019-04-22T19:36:38.57,4.3,6.94,AFAD
2019-04-15T04:41:28.14,4.5,17.77,AFAD
2019-04-08T17:38:19.12,4,16.55,AFAD
2019-04-04T17:31:07.81,5.2,8.92,AFAD
2019-04-04T15:01:18.07,4.3,7.17,AFAD
2019-04-01T01:49:29.41,4.5,7.67,AFAD
2019-03-31T11:45:32.84,4.1,7.01,AFAD
2019-03-31T11:30:15.92,4.9,10.3,AFAD
2019-03-28T04:19:22.18,4.1,16.98,AFAD
2019-03-27T11:27:02.97,4.3,6.51,AFAD
2019-03-25T11:29:23.62,4.5,10.72,AFAD
2019-03-25T06:15:27.6,4.1,3.27,AFAD
2019-03-22T18:24:36,4,42.6,AFAD
2019-03-22T15:32:46.94,4.1,7,AFAD
2019-03-21T05:51:07.81,4.1,16.08,AFAD
2019-03-20T17:42:55.47,4.2,6.97,AFAD
2019-03-20T17:04:17.71,4.1,6.99,AFAD
2019-03-20T12:45:42.66,4.1,7,AFAD
2019-03-20T06:51:58.49,4.2,6.98,AFAD
2019-03-20T06:41:56.53,4.5,7,AFAD
2019-03-20T06:38:19.64,4.8,12.93,AFAD
2019-03-20T06:34:27.65,5.5,10.76,AFAD
2019-03-15T21:54:19.81,4.3,14.73,AFAD
2019-03-07T16:25:37.63,4.3,21.88,AFAD
2019-03-04T21:07:27.74,4,13.72,AFAD
2019-02-20T18:23:28.6,5,5.8,AFAD
2019-02-20T05:35:23.9,4,25.72,AFAD
2019-02-19T21:33:55.17,4,6.79,AFAD
2019-02-18T16:31:30.47,4,11.25,AFAD
2019-02-16T17:52:04.27,4.1,11.18,AFAD
2019-02-12T17:14:30.74,4.7,17.66,AFAD
2019-02-11T16:38:03.38,4,12.91,AFAD
2019-02-05T15:11:52.52,4.2,20.51,AFAD
2019-02-02T12:20:37.86,4.3,33.05,AFAD
2019-02-01T10:29:46.57,4.5,30.99,AFAD
2019-01-25T20:20:34.16,4.3,15.15,AFAD
2019-01-24T14:30:52.77,5.1,51.33,AFAD
2019-01-22T20:12:08.03,4.5,65.88,AFAD
2019-01-20T15:49:50.56,4.7,41.67,AFAD
2019-01-08T07:06:09.19,4.1,6.78,AFAD
2019-01-01T02:09:34.01,4.2,11.68,AFAD
2018-12-27T14:36:47.84,4.1,11.18,AFAD
2018-12-21T08:31:08.7,4.1,31.3,AFAD
2018-12-20T06:34:24.19,4.5,12.47,AFAD
2018-12-17T14:40:55.66,4,8.26,AFAD
2018-12-03T00:16:18.38,4,38.89,AFAD
2018-11-30T02:36:34.74,4.1,14.28,AFAD
2018-11-27T23:46:00.21,4.1,5.95,AFAD
2018-11-27T23:24:23.06,4.1,5.95,AFAD
2018-11-27T23:16:11.92,4.4,16.15,AFAD
2018-11-25T02:40:11.55,4.4,21.06,AFAD
2018-11-22T05:50:52.37,4.1,6.91,AFAD
2018-11-10T15:01:55.67,4,17.78,AFAD
2018-11-07T10:38:15.13,4.1,11.62,AFAD
2018-11-06T01:17:19.33,4.6,18.12,AFAD
2018-10-30T00:25:42,4.3,11.1,AFAD
2018-10-29T04:32:38.5,4,6.01,AFAD
2018-10-28T09:03:39.21,4,26.66,AFAD
