tarih,buyukluk,derinlik_km,kaynak
2023-02-08T14:42:21,4.2,12.57,AFAD
2023-02-08T14:20:25,5,16.69,AFAD
2023-02-08T14:04:54,4,12.85,AFAD
2023-02-08T13:31:28,4,7,AFAD
2023-02-08T12:11:54,4.1,7,AFAD
2023-02-08T11:23:59,4.8,9.74,AFAD
2023-02-08T11:11:51,5.3,13.18,AFAD
2023-02-08T11:00:18,4.3,12.22,AFAD
2023-02-08T10:26:23,4.5,5.19,AFAD
2023-02-08T09:52:11,4.2,13.21,AFAD
2023-02-08T09:13:06,4,15.65,AFAD
2023-02-08T08:45:33,4.2,6.92,AFAD
2023-02-08T07:48:31,5.1,9.06,AFAD
2023-02-08T07:23:44,4,17.07,AFAD
2023-02-08T07:20:41,4,8.24,AFAD
2023-02-08T07:19:06,4,14.41,AFAD
2023-02-08T06:08:59,4.6,7,AFAD
2023-02-08T06:08:33,4.3,6.99,AFAD
2023-02-08T05:52:35,4.5,7.01,AFAD
2023-02-08T03:47:08,4,6.54,AFAD
2023-02-08T03:43:03,4,7,AFAD
2023-02-08T03:39:41,4,7.34,AFAD
2023-02-08T03:20:26,4,10.78,AFAD
2023-02-08T03:01:02,4.1,7,AFAD
2023-02-08T02:25:12,4.3,9.08,AFAD
2023-02-08T00:22:40,4,6.94,AFAD
2023-02-07T23:40:00,4.1,7,AFAD
2023-02-07T23:13:03,4.4,14.3,AFAD
2023-02-07T23:08:01,4,9.95,AFAD
2023-02-07T22:32:49,4,17.94,AFAD
2023-02-07T22:07:54,4,11.73,AFAD
2023-02-07T21:21:25,5,15.84,AFAD
2023-02-07T21:04:51,4,7.37,AFAD
2023-02-07T21:00:37,4.2,7.52,AFAD
2023-02-07T20:30:26,4.1,9.61,AFAD
2023-02-07T19:54:22,4.7,17.25,AFAD
2023-02-07T19:13:47,4.3,8.6,AFAD
2023-02-07T19:08:24,4.2,12,AFAD
2023-02-07T18:09:58,5,10.22,AFAD
2023-02-07T17:53:51,4.2,7.83,AFAD
2023-02-07T17:46:56,4,7,AFAD
2023-02-07T17:37:58,4,7,AFAD
2023-02-07T16:49:12,4.1,6.03,AFAD
2023-02-07T16:30:40,4.3,7.47,AFAD
2023-02-07T16:22:15,4,7,AFAD
2023-02-07T15:59:48,4.1,7.02,AFAD
2023-02-07T15:50:20,4.7,7.01,AFAD
2023-02-07T15:48:52,5.2,11.48,AFAD
2023-02-07T15:48:38,4.2,7.02,AFAD
2023-02-07T15:31:28,4.9,13.84,AFAD
2023-02-07T15:23:49,4,7.04,AFAD
2023-02-07T14:23:16,4.2,5.05,AFAD
2023-02-07T13:56:02,4,7.04,AFAD
2023-02-07T13:36:42,4.3,12.24,AFAD
2023-02-07T13:34:09,4.1,23,AFAD
2023-02-07T12:07:02,4.5,13.12,AFAD
2023-02-07T11:01:12,4,6.31,AFAD
2023-02-07T10:57:45,4.1,6.96,AFAD
2023-02-07T10:56:29,4.4,7,AFAD
2023-02-07T10:41:44,4.1,7,AFAD
2023-02-07T10:37:20,4.1,6.44,AFAD
2023-02-07T10:27:29,4.9,8.13,AFAD
2023-02-07T10:18:11,5.1,6.85,AFAD
2023-02-07T10:07:17,4.1,7,AFAD
2023-02-07T08:32:06,4.2,8.63,AFAD
2023-02-07T08:31:31,4,7.01,AFAD
2023-02-07T08:25:45,4.5,15,AFAD
2023-02-07T07:54:21,4.2,6.91,AFAD
2023-02-07T07:26:34,4.3,5.01,AFAD
2023-02-07T07:11:13,5.3,8.18,AFAD
2023-02-07T06:48:50,4.6,9.89,AFAD
2023-02-07T06:40:52,4.6,5.06,AFAD
2023-02-07T06:26:11,4,7.41,AFAD
2023-02-07T06:15:19,4.2,5.57,AFAD
2023-02-07T06:13:52,4.1,16.67,AFAD
2023-02-07T05:26:31,4.5,4.93,AFAD
2023-02-07T04:42:03,4.4,8.75,AFAD
2023-02-07T04:35:16,4,6.81,AFAD
2023-02-07T04:16:39,4.2,4.13,AFAD
2023-02-07T03:58:54,4.3,10,AFAD
2023-02-07T03:55:50,4.2,4.63,AFAD
2023-02-07T03:36:59,4.3,14.18,AFAD
2023-02-07T03:30:01,4.4,9.71,AFAD
2023-02-07T03:16:15,4.7,9.3,AFAD
2023-02-07T03:13:12,5.4,8.44,AFAD
2023-02-07T03:08:55,5,6.87,AFAD
2023-02-07T03:02:53,4.4,10.61,AFAD
2023-02-07T02:55:54,4.1,7.01,AFAD
2023-02-07T02:53:28,4.6,6.53,AFAD
2023-02-07T02:47:37,4.7,10.76,AFAD
2023-02-07T02:43:25,4.3,3.09,AFAD
2023-02-07T02:39:01,4.1,7.03,AFAD
2023-02-07T02:34:39,4.1,6.97,AFAD
2023-02-07T02:12:17,4,5.11,AFAD
2023-02-07T01:34:30,4.4,6.93,AFAD
2023-02-07T01:33:57,4,6.96,AFAD
2023-02-07T01:31:59,4.2,7.97,AFAD
2023-02-07T01:29:18,4.3,6.84,AFAD
2023-02-07T00:29:15,4,7.58,AFAD
2023-02-07T00:23:45,4.1,6.83,AFAD
2023-02-07T00:20:15,4.2,7,AFAD
2023-02-07T00:12:18,4,4.22,AFAD
2023-02-06T23:32:04,4,7.01,AFAD
2023-02-06T23:29:15,4.5,32.91,AFAD
2023-02-06T23:13:27,4.2,7.01,AFAD
2023-02-06T22:55:26,4,6.79,AFAD
2023-02-06T22:44:54,4,7,AFAD
2023-02-06T22:29:39,4.4,7.11,AFAD
2023-02-06T22:26:17,4.3,7.38,AFAD
2023-02-06T22:11:35,4.4,4.77,AFAD
2023-02-06T22:09:50,4,6.93,AFAD
2023-02-06T21:57:43,4.8,3.8,AFAD
2023-02-06T21:41:26,4,6.86,AFAD
2023-02-06T21:39:39,4.1,7.27,AFAD
2023-02-06T21:38:46,4.1,6.98,AFAD
2023-02-06T21:15:17,5,17.4,AFAD
2023-02-06T21:06:30,4,6.78,AFAD
2023-02-06T21:02:05,4.7,7.31,AFAD
2023-02-06T20:58:13,4.2,7.02,AFAD
2023-02-06T20:55:48,4.5,6.99,AFAD
2023-02-06T20:54:00,4.8,7.86,AFAD
2023-02-06T20:53:22,4.8,5.7,AFAD
2023-02-06T20:44:00,4.8,9.7,AFAD
2023-02-06T20:41:29,4.1,6.96,AFAD
2023-02-06T20:40:05,5.2,5.82,AFAD
2023-02-06T20:37:51,5.5,5.96,AFAD
2023-02-06T20:23:10,4.1,6.99,AFAD
2023-02-06T20:21:54,4.1,10.28,AFAD
2023-02-06T20:14:10,4.4,7.02,AFAD
2023-02-06T20:11:47,4.3,7.06,AFAD
2023-02-06T20:05:34,4.8,6.9,AFAD
2023-02-06T20:05:22,4,6.93,AFAD
2023-02-06T19:57:59,4,11.8,AFAD
2023-02-06T19:51:18,4,10.72,AFAD
2023-02-06T19:49:38,4.4,10.18,AFAD
2023-02-06T19:47:57,4.1,6.92,AFAD
2023-02-06T19:43:42,4,7.02,AFAD
2023-02-06T19:40:15,4.5,4.31,AFAD
2023-02-06T19:35:49,4.5,8.99,AFAD
2023-02-06T19:30:59,4.6,4.81,AFAD
2023-02-06T19:25:00,4.3,7.04,AFAD
2023-02-06T19:15:46,4.4,10.28,AFAD
2023-02-06T19:12:30,4.1,13.17,AFAD
2023-02-06T19:10:30,4,7.89,AFAD
2023-02-06T18:51:19,4.2,7.77,AFAD
2023-02-06T18:50:00,4,8.38,AFAD
2023-02-06T18:48:46,4.1,7.04,AFAD
2023-02-06T18:32:38,4.1,7.03,AFAD
2023-02-06T18:17:48,4.1,10.02,AFAD
2023-02-06T18:05:01,5,7.03,AFAD
2023-02-06T18:03:54,5.2,12.79,AFAD
2023-02-06T18:02:44,4.5,6.99,AFAD
2023-02-06T17:48:57,4.1,11.35,AFAD
2023-02-06T17:46:49,4.4,12.81,AFAD
2023-02-06T17:33:02,4.1,5.12,AFAD
2023-02-06T17:31:33,4.5,10.53,AFAD
2023-02-06T17:26:24,4.6,5.15,AFAD
2023-02-06T17:22:02,4.3,7.09,AFAD
2023-02-06T17:19:07,4,7.09,AFAD
2023-02-06T17:11:48,4.4,7,AFAD
2023-02-06T17:01:18,4,7.01,AFAD
2023-02-06T16:55:34,4.5,7.06,AFAD
2023-02-06T16:53:44,4,7.63,AFAD
2023-02-06T16:51:56,4,7.04,AFAD
2023-02-06T16:49:19,4,6.94,AFAD
2023-02-06T16:46:38,4.5,7.19,AFAD
2023-02-06T16:43:27,5.1,10.06,AFAD
2023-02-06T16:35:16,4.5,7,AFAD
2023-02-06T16:32:11,4.7,10.18,AFAD
2023-02-06T16:28:08,4.6,7,AFAD
2023-02-06T16:26:39,4.8,6.99,AFAD
2023-02-06T16:25:00,4.1,10.59,AFAD
2023-02-06T16:22:44,4,7.16,AFAD
2023-02-06T16:21:45,4.1,7.01,AFAD
2023-02-06T16:07:48,4.1,4.01,AFAD
2023-02-06T16:06:41,4.1,7.01,AFAD
2023-02-06T16:02:14,4.1,4.02,AFAD
2023-02-06T15:59:25,4.2,7.05,AFAD
2023-02-06T15:52:42,4,7,AFAD
2023-02-06T15:51:21,4.1,7,AFAD
2023-02-06T15:44:07,4.4,6.21,AFAD
2023-02-06T15:40:00,4.7,5.6,AFAD
2023-02-06T15:38:03,4.6,0.43,AFAD
2023-02-06T15:33:31,5.3,11.15,AFAD
2023-02-06T15:21:32,4.1,6.12,AFAD
2023-02-06T15:14:32,5,7.04,AFAD
2023-02-06T15:08:06,4.2,14.34,AFAD
2023-02-06T15:06:54,4.3,7.69,AFAD
2023-02-06T15:01:23,4,7.12,AFAD
2023-02-06T14:57:45,4.4,7,AFAD
2023-02-06T14:55:34,4.2,9.09,AFAD
2023-02-06T14:53:50,4,5.56,AFAD
2023-02-06T14:51:15,4.4,7.2,AFAD
2023-02-06T14:41:56,4.1,6.26,AFAD
2023-02-06T14:37:54,4.1,6.8,AFAD
2023-02-06T14:33:05,4.1,7.43,AFAD
2023-02-06T14:29:57,4.7,7.02,AFAD
2023-02-06T14:27:43,4.7,9.17,AFAD
2023-02-06T14:24:49,4,7,AFAD
2023-02-06T14:20:49,4.1,6.98,AFAD
2023-02-06T14:17:16,4.1,7.47,AFAD
2023-02-06T14:14:51,4.2,7.18,AFAD
2023-02-06T14:10:10,4.7,7.17,AFAD
2023-02-06T14:04:48,4.4,2.85,AFAD
2023-02-06T14:03:07,4.1,7.02,AFAD
2023-02-06T13:58:48,4.2,6.3,AFAD
2023-02-06T13:44:49,5.1,8.76,AFAD
2023-02-06T13:39:23,5.3,7.2,AFAD
2023-02-06T13:36:09,4,7,AFAD
2023-02-06T13:33:16,4.1,7.02,AFAD
2023-02-06T13:17:42,5.2,10.85,AFAD
2023-02-06T13:16:37,4,6.96,AFAD
2023-02-06T13:13:59,4.3,6.97,AFAD
2023-02-06T13:03:15,4.3,6.98,AFAD
2023-02-06T13:00:13,4.3,7.06,AFAD
2023-02-06T12:58:45,4.1,6.95,AFAD
2023-02-06T12:55:45,4.2,6.95,AFAD
2023-02-06T12:54:40,4.6,7.02,AFAD
2023-02-06T12:47:59,4.3,12.18,AFAD
2023-02-06T12:45:20,4.3,7.11,AFAD
2023-02-06T12:39:15,4.4,7,AFAD
2023-02-06T12:36:44,4.8,7.1,AFAD
2023-02-06T12:36:35,4.6,9.92,AFAD
2023-02-06T12:34:41,4.8,7.11,AFAD
2023-02-06T12:32:46,4.3,7.17,AFAD
2023-02-06T12:28:38,4.1,7.01,AFAD
2023-02-06T12:21:18,4.5,6.96,AFAD
2023-02-06T12:13:45,5.1,7,AFAD
2023-02-06T12:13:13,4.1,7,AFAD
2023-02-06T12:02:11,5.9,17.04,AFAD
2023-02-06T12:00:44,4.7,6.98,AFAD
2023-02-06T11:58:35,4.8,5.51,AFAD
2023-02-06T11:55:57,4.4,7.36,AFAD
2023-02-06T11:50:05,4.4,15.14,AFAD
2023-02-06T11:44:05,4.7,6.59,AFAD
2023-02-06T11:39:41,4.8,7.03,AFAD
2023-02-06T11:35:26,4.5,7.48,AFAD
2023-02-06T11:34:17,4,7,AFAD
2023-02-06T11:30:42,4.4,6.52,AFAD
2023-02-06T11:27:58,4.4,7.02,AFAD
2023-02-06T11:20:21,4.3,6.81,AFAD
2023-02-06T11:16:42,4.4,5.87,AFAD
2023-02-06T11:11:39,4.8,8.61,AFAD
2023-02-06T11:05:35,4.8,5.35,AFAD
2023-02-06T11:04:36,4.4,3.26,AFAD
2023-02-06T11:01:35,4.5,7.01,AFAD
2023-02-06T11:00:52,4.4,7.55,AFAD
2023-02-06T10:56:24,4.6,7,AFAD
2023-02-06T10:55:04,4.6,6.83,AFAD
2023-02-06T10:54:37,4.4,7.07,AFAD
2023-02-06T10:51:30,5.7,10.4,AFAD
2023-02-06T10:46:56,4.7,6.98,AFAD
2023-02-06T10:43:25,4.3,7,AFAD
2023-02-06T10:42:39,4.5,14.65,AFAD
2023-02-06T10:41:13,4.4,6.99,AFAD
2023-02-06T10:38:56,4.7,7.3,AFAD
2023-02-06T10:35:57,5.9,11.28,AFAD
2023-02-06T10:34:48,4.9,7.02,AFAD
2023-02-06T10:33:42,4.9,6.92,AFAD
2023-02-06T10:32:08,5.5,10.93,AFAD
2023-02-06T10:26:46,5.8,6.89,AFAD
2023-02-06T10:24:47,7.6,7,AFAD
2023-02-06T10:12:14,4.3,5.48,AFAD
2023-02-06T10:07:31,4.6,7.08,AFAD
2023-02-06T09:54:21,4,7,AFAD
2023-02-06T09:48:43,4.2,7,AFAD
2023-02-06T09:36:16,4.7,13.29,AFAD
2023-02-06T09:23:44,4.6,8.4,AFAD
2023-02-06T09:21:00,4.4,7,AFAD
2023-02-06T09:05:52,4,8.48,AFAD
2023-02-06T08:58:36,4.5,7.85,AFAD
2023-02-06T08:52:37,4.6,7,AFAD
2023-02-06T08:45:33,4,9.09,AFAD
2023-02-06T08:02:13,4.5,15.5,AFAD
2023-02-06T07:41:12,4.2,7.69,AFAD
2023-02-06T07:31:02,4.1,7,AFAD
2023-02-06T07:25:51,4.2,6.67,AFAD
2023-02-06T07:21:05,4,7,AFAD
2023-02-06T07:08:31,4.4,7,AFAD
2023-02-06T07:04:07,4,6.92,AFAD
2023-02-06T06:59:05,4.2,7.32,AFAD
2023-02-06T06:54:57,5,7,AFAD
2023-02-06T06:43:27,4.3,7,AFAD
2023-02-06T06:43:10,4.1,8,AFAD
2023-02-06T06:38:09,4.2,6.92,AFAD
2023-02-06T06:27:50,4.2,7.01,AFAD
2023-02-06T06:26:28,4.5,10.97,AFAD
2023-02-06T06:21:22,4,7,AFAD
2023-02-06T05:55:49,4.4,3.33,AFAD
2023-02-06T05:44:54,4.3,13.59,AFAD
2023-02-06T05:40:36,4.2,7.05,AFAD
2023-02-06T05:36:32,4.5,13.07,AFAD
2023-02-06T05:33:08,4.3,12.21,AFAD
2023-02-06T05:31:22,4.1,8.31,AFAD
2023-02-06T05:22:50,4.4,13.59,AFAD
2023-02-06T05:19:46,4.2,12.05,AFAD
2023-02-06T05:17:56,4.1,7,AFAD
2023-02-06T05:16:54,4.4,12.4,AFAD
2023-02-06T05:12:51,4,5.05,AFAD
2023-02-06T05:08:36,4.2,7.97,AFAD
2023-02-06T05:01:48,4.7,11.67,AFAD
2023-02-06T04:56:04,4.4,10.14,AFAD
2023-02-06T04:45:02,4.1,6.32,AFAD
2023-02-06T04:39:44,4.7,10.65,AFAD
2023-02-06T04:31:08,4.1,9.28,AFAD
2023-02-06T04:31:01,4,7,AFAD
2023-02-06T04:24:44,4.2,10.83,AFAD
2023-02-06T04:24:32,4.6,9.74,AFAD
2023-02-06T04:18:44,4.8,7.37,AFAD
2023-02-06T04:16:49,4.6,7.06,AFAD
2023-02-06T04:05:57,4.4,7.47,AFAD
2023-02-06T04:05:15,4.4,13.46,AFAD
2023-02-06T04:03:27,4,7,AFAD
2023-02-06T03:58:19,4.2,7.06,AFAD
2023-02-06T03:45:46,4.8,14.71,AFAD
2023-02-06T03:28:43,4.2,7.01,AFAD
2023-02-06T03:24:29,4.4,6.48,AFAD
2023-02-06T03:22:43,4.3,11.22,AFAD
2023-02-06T03:16:14,4.6,7.85,AFAD
2023-02-06T03:12:12,4.4,7.08,AFAD
2023-02-06T03:10:19,4.4,7.02,AFAD
2023-02-06T03:04:43,4.8,11.18,AFAD
2023-02-06T03:03:20,4.3,7.8,AFAD
2023-02-06T03:01:12,4.1,6.99,AFAD
2023-02-06T02:55:08,4.8,8.07,AFAD
2023-02-06T02:54:00,4.9,9.13,AFAD
2023-02-06T02:43:32,4.2,7.41,AFAD
2023-02-06T02:38:43,4.4,7.02,AFAD
2023-02-06T02:37:01,4.2,6.97,AFAD
2023-02-06T02:34:16,4.6,10.5,AFAD
2023-02-06T02:33:25,4,9.5,AFAD
2023-02-06T02:29:26,4,7.19,AFAD
2023-02-06T02:26:32,4.5,11.2,AFAD
2023-02-06T02:23:13,5.3,11.81,AFAD
2023-02-06T02:17:40,4.9,6.38,AFAD
2023-02-06T02:06:22,5.1,6.95,AFAD
2023-02-06T02:03:35,5.6,10.23,AFAD
2023-02-06T02:01:44,5.3,16.44,AFAD
2023-02-06T01:58:23,5.3,10.21,AFAD
2023-02-06T01:51:44,5.3,6.63,AFAD
2023-02-06T01:51:21,5,7,AFAD
2023-02-06T01:50:08,4.6,6.99,AFAD
2023-02-06T01:47:41,4.3,8.78,AFAD
2023-02-06T01:41:13,4.6,5.58,AFAD
2023-02-06T01:40:57,4.4,6.86,AFAD
2023-02-06T01:36:28,5.7,11.19,AFAD
2023-02-06T01:35:04,4.6,7,AFAD
2023-02-06T01:33:30,4.7,7.2,AFAD
2023-02-06T01:30:28,5,7,AFAD
2023-02-06T01:28:16,6.6,6.2,AFAD
2023-02-06T01:26:49,5.6,6.98,AFAD
2023-02-06T01:23:16,4.9,7,AFAD
2023-02-06T01:17:32,7.7,8.6,AFAD
2023-02-04T06:03:39,4,12.12,AFAD
2023-02-03T11:05:08,4.6,7,AFAD
2023-01-29T22:00:17,4,7,AFAD
2023-01-29T16:38:44,4.2,7,AFAD
2023-01-29T16:12:39,4.4,18.35,AFAD
2023-01-29T15:13:21,4.6,7,AFAD
2023-01-29T14:41:11,4.7,7,AFAD
2023-01-28T20:09:57,4.3,7,AFAD
2023-01-28T18:14:46,5.8,6.49,AFAD
2023-01-25T12:37:07,5.4,27.77,AFAD
2023-01-19T05:55:21,4.3,7,AFAD
2023-01-19T02:22:28,4.6,7,AFAD
2023-01-18T14:55:51,4.5,7,AFAD
2023-01-15T03:36:26,4.9,16.67,AFAD
2023-01-12T20:40:49,4.6,34.04,AFAD
2023-01-10T18:11:12,4.4,6.88,AFAD
2023-01-10T07:38:30,5,14.95,AFAD
2023-01-09T23:00:02,4.2,8.24,AFAD
2023-01-09T10:56:35,4.1,12.89,AFAD
2023-01-09T08:01:16,4,12.75,AFAD
2023-01-07T06:39:29,4.8,10.75,AFAD
2023-01-07T02:54:12,4,7.02,AFAD
2023-01-07T01:52:57,5,14.02,AFAD
2023-01-02T19:06:24,4.1,8.69,AFAD
2023-01-02T08:12:25,4.4,6.51,AFAD
2022-12-30T13:19:36,4,6.59,AFAD
2022-12-18T18:13:09,4.8,11.67,AFAD
2022-12-13T03:21:16,4.3,12.12,AFAD
2022-12-09T18:44:14,4.1,14.36,AFAD
2022-12-08T07:49:43,4,6,AFAD
2022-12-07T22:35:46,4,11.06,AFAD
2022-12-03T04:59:20,4.1,14.2,AFAD
2022-11-27T03:57:46,4.3,9.52,AFAD
2022-11-26T20:09:32,4.4,9.06,AFAD
2022-11-23T03:50:58,4.3,9.45,AFAD
2022-11-23T01:30:34,4.2,8.52,AFAD
2022-11-23T01:08:15,5.9,6.81,AFAD
2022-11-20T23:25:02,5.4,49.24,AFAD
2022-11-19T09:13:04,4,7,AFAD
2022-11-18T04:26:34,4,7,AFAD
2022-11-10T04:57:32,4.2,5.84,AFAD
2022-11-05T12:20:55,4.1,6.97,AFAD
2022-11-04T00:29:21,4.9,14.47,AFAD
2022-11-02T17:41:22,4.7,22.35,AFAD
2022-10-31T18:34:25,4.1,11.27,AFAD
2022-10-28T19:16:10,4.1,5.14,AFAD
2022-10-26T10:27:42,4.2,7.01,AFAD
2022-10-20T17:14:02,4.3,5.28,AFAD
2022-10-20T11:34:59,4.5,7.64,AFAD
2022-10-18T10:29:55,4,7,AFAD
2022-10-18T10:27:25,4.1,6.33,AFAD
2022-10-11T15:48:46,5.1,7,AFAD
2022-10-02T10:58:03,4.8,7,AFAD
2022-10-01T05:41:13,4.2,7,AFAD
2022-09-29T21:49:02,4.4,7,AFAD
2022-09-27T23:01:41,4,7,AFAD
2022-09-27T16:16:54,4.3,7,AFAD
2022-09-27T14:43:36,4,7,AFAD
2022-09-27T14:08:31,5,9.45,AFAD
2022-09-17T18:41:44.21,4,6.71,AFAD
2022-09-16T20:30:35,4.9,15,AFAD
2022-08-31T14:02:18.67,4.5,6.7,AFAD
2022-08-31T10:10:10.69,5.1,7.03,AFAD
2022-08-31T09:56:39.4,4.7,7.03,AFAD
2022-08-30T20:42:31.5,4.1,5.41,AFAD
2022-08-24T05:30:22.89,4.4,25.19,AFAD
2022-08-17T04:24:17.45,4,12.02,AFAD
2022-08-14T03:24:23.11,5,7,AFAD
2022-08-13T03:50:44.55,4.2,7.01,AFAD
2022-08-12T06:07:12.29,4.2,5.42,AFAD
2022-08-07T08:02:02.4,4.1,31.89,AFAD
2022-08-03T10:05:27.89,4.2,70.96,AFAD
2022-08-02T00:37:17.1,4.3,6.99,AFAD
2022-07-26T06:10:59.49,4.4,7,AFAD
2022-07-21T15:44:23.63,4.6,12.32,AFAD
2022-07-20T19:49:40.19,4.2,17.44,AFAD
2022-07-20T09:00:59.27,4.5,5.96,AFAD
2022-07-17T11:55:39.57,4.3,9.95,AFAD
2022-07-13T08:20:01.23,4,13.75,AFAD
2022-07-11T05:10:53.15,4.3,15.2,AFAD
2022-07-11T03:36:22.82,4.5,11.95,AFAD
2022-07-10T09:37:12.8,4.1,8.2,AFAD
2022-06-29T19:04:33.58,4.5,15.05,AFAD
2022-06-21T07:10:57.8,4,10.47,AFAD
2022-06-19T23:24:33.76,4.7,50.24,AFAD
2022-06-12T18:35:19.37,5,18.62,AFAD
2022-06-11T02:05:54.33,4.1,14.2,AFAD
2022-06-10T06:02:27.02,4.4,6.95,AFAD
2022-06-10T01:40:21.24,4.6,32.99,AFAD
2022-06-07T08:01:12.67,4.2,4.68,AFAD
2022-06-03T22:58:57.84,4.7,14.01,AFAD
2022-06-03T22:13:29.71,4.1,10.98,AFAD
2022-06-03T16:05:11.35,4.4,12.64,AFAD
2022-05-31T15:45:44.51,4.2,10.02,AFAD
2022-05-27T12:49:32.79,4,4.35,AFAD
2022-05-15T05:34:37,4,13.8,AFAD
2022-05-14T17:14:06.95,4.4,11.5,AFAD
2022-05-13T22:08:51.12,4.4,10.62,AFAD
2022-05-13T16:23:02.34,4,4.95,AFAD
2022-05-01T19:35:52.03,4.6,9.16,AFAD
2022-04-24T04:14:03.38,4.4,16.26,AFAD
2022-04-15T18:54:50.54,4,31.47,AFAD
2022-04-14T13:36:07.18,4.1,11.18,AFAD
2022-04-11T17:38:44.26,4.4,37.72,AFAD
2022-04-09T15:37:46.97,4.1,8.28,AFAD
2022-04-09T14:02:14.23,5.2,6.72,AFAD
2022-03-22T14:10:55.33,4.3,7,AFAD
2022-03-15T12:25:58.14,4.5,6.46,AFAD
2022-03-14T12:38:18.76,4.3,7.06,AFAD
2022-02-28T06:38:20.96,4.1,7.34,AFAD
2022-02-27T05:04:30.29,4.2,24.75,AFAD
2022-02-20T20:20:11.4,4.1,10.42,AFAD
2022-02-20T19:47:41.86,4,29.26,AFAD
2022-02-13T18:25:54.89,5.3,6.5,AFAD
2022-02-11T16:18:07.2,4.1,11.91,AFAD
2022-01-31T09:30:35.33,4.2,6.99,AFAD
2022-01-31T00:49:55.31,4.7,10.28,AFAD
2022-01-28T03:57:44.32,4.3,10.15,AFAD
2022-01-24T10:12:43.59,4.2,6.5,AFAD
2022-01-22T19:31:42.98,4.7,7.41,AFAD
2022-01-17T23:28:55.88,4.9,20.44,AFAD
2022-01-16T22:16:18.1,4.3,7.14,AFAD
2022-01-15T13:03:03.87,4.4,5.76,AFAD
2022-01-12T22:54:26.44,4.3,7.3,AFAD
2022-01-11T21:34:43.38,4,16.22,AFAD
2022-01-05T03:21:16.79,5.3,39.52,AFAD
2021-12-29T23:06:47,4.3,34.5,AFAD
2021-12-26T22:46:54,4,37.2,AFAD
2021-12-26T22:15:53,4.1,34.4,AFAD
2021-12-26T22:02:26,4.1,33.9,AFAD
2021-12-26T18:59:08,5.5,36.2,AFAD
2021-12-17T09:28:34.09,4.1,7.06,AFAD
2021-12-05T21:46:47.2,4.9,7.62,AFAD
2021-11-30T10:32:23.49,4.2,7.02,AFAD
2021-11-30T04:09:16.92,4.3,7.16,AFAD
2021-11-30T04:00:42,5.1,7,AFAD
2021-11-22T08:31:25.86,4.7,6.9,AFAD
2021-11-21T20:35:43.05,4,37.58,AFAD
2021-11-20T07:02:13.73,4,12.37,AFAD
2021-11-19T12:40:52.61,5.1,5.18,AFAD
2021-11-17T12:57:18.94,4.3,7.11,AFAD
2021-11-17T12:40:15.88,5,18.29,AFAD
2021-11-12T09:19:13.58,4.7,6.93,AFAD
2021-11-08T17:43:21.14,5.1,6.82,AFAD
2021-10-27T21:38:27.61,4,9.62,AFAD
2021-10-24T17:04:44.95,4.1,16.44,AFAD
2021-10-22T10:11:33.11,4,7.04,AFAD
2021-10-21T08:13:04,4,15,AFAD
2021-10-20T15:05:46.12,4.1,7.02,AFAD
2021-10-20T02:44:10.27,4.1,5.08,AFAD
2021-10-15T23:25:47,4.2,37.3,AFAD
2021-10-12T09:32:35.37,4.2,11.75,AFAD
2021-10-12T09:24:01.25,6.3,6.62,AFAD
2021-10-05T07:54:08.23,4.1,7.12,AFAD
2021-10-04T14:03:22.91,4.3,8.09,AFAD
2021-10-03T07:15:08.56,4.2,11.74,AFAD
2021-09-29T23:27:39.76,4.1,16.4,AFAD
2021-09-29T22:23:02.34,4.1,7.05,AFAD
2021-09-29T22:22:19.08,4.3,5.51,AFAD
2021-09-28T15:13:15.65,4.3,6.76,AFAD
2021-09-28T04:48:13,5,35,AFAD
2021-09-27T21:37:10.92,4.2,9,AFAD
2021-09-27T20:10:02.2,4.2,14.65,AFAD
2021-09-27T14:35:16.69,4,6.05,AFAD
2021-09-27T11:02:26.92,4.2,7.05,AFAD
2021-09-27T10:34:23.38,4,6.69,AFAD
2021-09-27T10:23:12.08,4,6.63,AFAD
2021-09-27T08:21:55.65,4.3,6.77,AFAD
2021-09-27T07:30:45.31,4.3,6.04,AFAD
2021-09-27T06:37:43.47,4.8,6.53,AFAD
2021-09-27T06:17:23.1,5.7,9.62,AFAD
2021-09-26T04:40:09.81,4,11.87,AFAD
2021-09-24T23:43:11.07,4.3,17.24,AFAD
2021-09-21T16:09:43.84,4.3,14.82,AFAD
2021-09-11T13:31:03.89,4.4,8.02,AFAD
2021-09-08T01:40:03.79,4.5,5.79,AFAD
2021-09-07T11:14:55.82,4.5,26.02,AFAD
2021-09-06T15:04:39.69,4.1,7.08,AFAD
2021-09-05T21:27:53.55,4.1,7.45,AFAD
2021-09-02T21:12:53.25,4.2,8.92,AFAD
2021-08-31T11:04:25.83,5,12.07,AFAD
2021-08-21T13:21:22.74,4.2,5.25,AFAD
2021-08-19T11:26:31.45,4.6,15.02,AFAD
2021-08-16T01:44:05.81,4.6,7.51,AFAD
2021-08-12T21:58:29.65,4,9.09,AFAD
2021-08-11T10:24:44.21,4.2,4.03,AFAD
2021-08-07T01:39:47.41,4.9,16.37,AFAD
2021-08-06T20:42:00.8,4.4,22.03,AFAD
2021-08-06T19:57:09.19,4.2,6.55,AFAD
2021-08-06T16:01:14.57,4,17.6,AFAD
